Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebVisitsMonth,Complain,Response,Age,Customer_Days,Children,Total_Spending,Cluster,AcceptedCampaigns,TotalPurchases
2,2,81702.0,98,1,3,0,0,46,4848,0,1633,1,0,26
0,4,45889.0,42,1,6,0,0,46,4566,1,46,2,0,4
2,4,56628.0,30,2,5,0,0,49,4304,1,761,0,1,18
2,5,34026.0,11,3,5,0,0,76,4532,2,76,2,0,6
2,3,40049.0,61,3,5,0,0,52,4781,1,290,0,0,11
2,4,34176.0,12,4,6,0,0,38,4252,1,89,2,0,7
2,3,19419.0,76,4,9,0,0,45,4800,1,70,2,0,7
0,3,82504.0,2,1,1,0,0,66,4541,0,1066,1,0,16
2,5,81205.0,43,1,2,0,1,56,4371,0,2009,3,3,18
0,4,61618.0,27,2,3,0,0,35,4842,0,1345,1,0,17
3,4,55284.0,60,3,5,0,0,70,4756,1,764,0,0,20
2,4,49980.0,79,2,5,0,0,63,4453,1,195,2,0,9
2,3,15072.0,96,4,5,0,0,46,4619,2,53,2,0,7
2,4,49166.0,17,2,6,0,0,52,4585,1,368,2,0,11
0,3,82347.0,38,1,3,0,0,69,4804,0,1853,3,2,24
4,5,30843.0,43,2,5,0,0,60,4238,2,35,2,1,4
4,3,46374.0,1,3,8,0,1,52,4308,1,446,0,2,15
2,4,60474.0,25,7,7,0,0,47,4658,1,1180,0,0,24
3,3,38576.0,2,1,7,0,0,53,4321,1,41,2,0,4
2,3,55357.0,66,3,5,0,0,41,4699,2,727,0,0,19
2,5,37758.0,49,2,8,0,0,60,4837,2,40,2,0,4
0,3,85710.0,5,1,2,0,0,37,4624,0,1062,1,1,25
2,5,23228.0,71,2,8,0,0,57,4358,1,40,2,0,5
3,5,44602.0,35,6,8,0,0,57,4338,2,292,0,0,11
2,3,7500.0,94,1,6,0,0,39,4740,0,15,2,0,3
0,5,38683.0,80,6,7,0,0,37,4837,1,341,2,0,11
0,4,49514.0,61,2,7,0,0,51,4398,1,369,2,0,11
4,5,57906.0,29,3,4,0,0,53,4587,1,401,0,0,14
3,4,43456.0,0,3,5,0,0,60,4664,1,393,0,0,14
3,4,19485.0,80,1,7,0,0,40,4482,2,10,2,0,3
2,5,53172.0,54,3,3,0,0,48,4623,1,486,0,0,13
2,5,30545.0,71,2,7,0,0,47,4824,1,69,2,0,5
4,5,70123.0,27,1,3,0,0,43,4478,0,1727,3,2,16
2,4,62450.0,61,2,3,0,0,67,4378,1,995,0,1,14
2,5,21675.0,55,3,7,0,0,50,4222,1,45,2,0,7
0,4,42395.0,35,4,7,0,0,45,4290,2,182,2,0,8
3,5,61346.0,34,1,3,0,0,48,4470,1,989,1,0,22
2,5,80812.0,95,1,2,0,0,73,4489,0,1677,3,3,17
3,2,42835.0,64,7,6,0,0,55,4568,2,595,0,0,16
2,3,39922.0,30,2,8,0,0,43,4704,1,156,2,0,7
3,4,86424.0,12,1,1,0,0,70,4289,0,1226,1,0,27
0,5,17117.0,96,4,9,0,0,48,4732,1,128,2,0,7
2,4,24762.0,16,3,8,0,1,54,4343,1,86,2,1,6
2,3,35797.0,16,2,8,0,0,51,4825,1,68,2,0,5
2,2,36627.0,78,1,5,0,0,51,4545,2,16,2,0,3
0,3,51111.0,83,2,6,0,0,45,4214,2,55,2,0,5
4,5,82072.0,67,1,1,0,0,56,4566,0,2018,1,0,18
4,4,46231.0,87,4,9,0,0,73,4784,3,263,0,0,11
2,3,42243.0,34,2,7,0,0,67,4404,2,55,2,0,5
2,5,51195.0,46,8,8,0,0,64,4658,2,564,0,0,16
3,4,68092.0,7,2,5,0,0,48,4399,0,1281,1,0,18
2,3,31814.0,73,2,9,0,0,53,4709,1,83,2,1,5
3,6,51390.0,54,6,5,0,0,61,4863,2,353,0,0,12
2,3,76630.0,93,1,1,0,0,43,4370,0,1003,1,0,24
1,4,26868.0,52,1,7,0,0,35,4264,1,14,2,0,3
4,4,55260.0,81,2,6,0,0,54,4768,1,1139,0,0,23
2,5,64090.0,8,1,5,0,1,70,4530,1,797,1,0,19
2,2,78331.0,97,2,4,0,0,68,4361,1,1638,1,0,23
4,3,37087.0,50,3,6,0,0,52,4526,1,401,2,0,14
2,2,21846.0,38,4,8,0,0,40,4454,1,84,2,0,7
2,3,81320.0,61,1,2,0,0,68,4712,0,928,1,0,17
2,2,54137.0,46,2,6,0,0,56,4521,1,203,2,0,9
2,5,66825.0,73,1,2,0,0,59,4554,0,858,1,0,15
2,5,57100.0,19,1,3,0,0,53,4411,0,409,2,0,12
2,5,58917.0,10,5,5,0,0,57,4666,3,282,0,0,11
2,4,85072.0,94,1,0,0,0,49,4285,0,1423,1,0,17
2,4,86429.0,10,0,2,0,1,65,4424,0,1449,3,1,18
2,6,45684.0,37,1,7,0,0,55,4413,1,28,2,0,3
2,5,47889.0,94,1,5,0,0,52,4380,1,67,2,0,5
4,3,45921.0,23,1,4,0,0,40,4315,0,199,2,0,9
4,4,78420.0,75,1,1,0,0,60,4569,0,1453,1,0,21
2,5,75114.0,40,1,2,0,0,34,4438,0,1253,1,0,18
4,6,52278.0,24,6,8,0,1,63,4724,1,1198,0,0,25
3,3,35641.0,11,2,7,0,1,54,4554,1,178,2,0,8
2,4,95529.0,29,1,3,0,1,32,4777,0,1990,3,1,17
2,3,62820.0,51,1,1,0,0,72,4618,0,976,1,0,13
3,5,73113.0,86,1,2,0,0,66,4389,0,1001,1,0,14
0,4,42607.0,30,2,3,0,0,72,4428,1,350,2,0,12
4,4,74637.0,73,1,3,0,0,72,4611,0,1650,1,1,24
4,5,46015.0,25,1,7,0,0,71,4281,2,46,2,2,4
2,4,72354.0,67,1,1,0,0,33,4642,0,1228,1,0,18
3,4,39858.0,67,1,6,0,1,57,4725,1,95,2,0,6
4,3,34469.0,58,3,4,0,0,78,4260,2,62,2,0,6
2,5,83033.0,82,1,5,0,0,40,4246,1,1761,1,1,25
3,5,24401.0,98,3,8,0,0,47,4871,0,467,0,0,13
2,3,77583.0,93,1,2,0,0,48,4343,0,1149,1,1,18
0,4,74116.0,53,1,2,0,0,44,4385,0,2052,1,1,18
4,3,68397.0,6,1,3,0,0,50,4428,1,1416,1,0,20
4,5,79632.0,42,1,2,0,0,52,4286,0,1113,1,0,19
2,4,46107.0,78,1,3,0,0,37,4343,1,125,2,0,6
4,4,64950.0,29,2,7,0,0,75,4890,1,966,0,1,23
1,3,25443.0,82,1,8,0,0,37,4758,1,32,2,0,4
4,5,32892.0,78,2,8,0,0,55,4239,1,46,2,0,6
2,5,71796.0,54,1,4,0,0,55,4452,0,960,1,0,16
4,3,67536.0,45,3,8,0,0,56,4607,1,1829,0,1,27
2,4,55239.0,59,3,5,0,0,55,4554,1,779,0,0,23
4,2,60554.0,8,2,6,0,0,51,4528,1,811,0,0,21
0,4,64831.0,51,8,6,0,0,74,4588,2,1120,0,0,14
4,5,56067.0,51,2,5,0,0,64,4548,1,725,0,0,18
2,2,82025.0,76,1,1,0,1,43,4601,0,1187,3,1,11
2,5,94384.0,62,0,2,0,1,73,4686,0,2302,3,3,18
1,4,14906.0,86,3,7,0,0,40,4758,0,66,2,0,6
4,3,51563.0,60,1,8,0,0,39,4840,0,1250,3,2,18
0,3,57937.0,56,3,3,0,0,44,4337,1,683,0,0,17
2,2,68274.0,83,2,3,0,0,47,4476,2,305,2,0,11
2,5,39771.0,92,1,4,0,0,49,4409,1,50,2,0,5
0,2,67893.0,31,2,8,0,0,51,4840,1,995,0,0,14
4,5,27922.0,80,1,4,0,0,47,4254,1,41,2,0,5
4,5,52190.0,39,3,5,0,0,50,4256,2,77,2,1,6
3,2,44051.0,20,4,6,0,1,53,4720,2,171,2,0,8
4,4,42767.0,53,1,8,0,0,55,4618,2,131,2,0,6
3,5,46106.0,84,1,6,0,0,50,4253,2,54,2,0,4
4,3,16927.0,50,5,8,0,0,50,4708,2,53,2,0,7
2,3,59754.0,96,3,5,0,1,61,4779,1,475,0,0,13
2,4,53700.0,94,4,5,0,0,74,4885,1,694,0,0,18
2,3,59041.0,25,2,5,0,0,53,4257,2,96,2,0,6
4,2,54237.0,48,4,6,0,0,69,4632,1,361,0,0,12
2,2,70647.0,65,2,2,0,0,59,4850,1,1079,1,0,24
4,4,52597.0,69,3,5,0,0,64,4257,1,578,0,0,17
3,5,41021.0,12,2,6,0,1,57,4750,1,64,2,0,5
4,3,40233.0,84,5,6,0,0,51,4462,1,149,2,0,8
2,3,50183.0,47,7,5,0,0,46,4208,2,231,0,0,10
2,5,54753.0,87,3,4,0,0,67,4494,1,728,0,0,18
2,3,92955.0,35,1,2,0,1,53,4518,0,1778,3,2,22
2,3,33471.0,47,3,7,0,0,53,4829,1,93,2,0,7
4,3,34596.0,48,1,8,0,1,52,4646,1,23,2,0,3
2,5,44010.0,46,6,9,0,0,46,4828,1,662,0,0,18
2,3,84219.0,27,1,1,0,0,38,4351,0,1198,1,0,17
4,5,40706.0,37,4,7,0,0,58,4732,3,81,2,0,7
0,3,15716.0,8,3,8,1,0,38,4798,1,92,2,0,7
0,2,59052.0,29,3,5,0,0,67,4428,1,491,0,0,15
3,5,80573.0,85,1,2,0,0,55,4827,0,1564,1,0,23
2,3,83715.0,2,1,0,0,0,64,4350,0,926,1,0,23
3,5,82576.0,66,1,1,0,0,67,4901,0,1910,1,1,18
2,3,35704.0,54,3,4,0,0,74,4381,2,94,2,0,6
2,5,53103.0,70,5,7,0,0,72,4494,1,1085,0,1,23
0,6,46779.0,55,1,4,0,0,66,4556,2,23,2,0,3
2,2,4861.0,20,0,14,0,0,61,4211,0,6,2,0,0
3,2,33462.0,78,1,7,0,0,47,4530,1,54,2,0,5
2,3,80763.0,17,1,3,0,1,76,4522,0,1415,3,2,22
4,3,65352.0,43,2,4,0,0,52,4516,1,405,0,0,14
4,3,82170.0,13,1,2,0,0,48,4420,0,1908,1,0,18
2,3,75759.0,46,1,5,0,1,57,4451,0,2486,3,3,25
0,4,79689.0,65,1,2,0,0,50,4617,0,1315,1,0,26
4,6,35340.0,1,2,5,0,0,70,4204,2,45,2,0,5
2,2,85683.0,6,1,1,0,1,72,4304,0,1789,3,4,16
0,3,24884.0,32,1,7,0,0,54,4781,1,19,2,0,3
3,5,42021.0,34,5,9,0,0,45,4871,1,573,0,1,17
2,4,64449.0,70,4,4,0,0,37,4335,1,805,1,0,20
2,2,64587.0,49,2,3,0,0,72,4211,2,108,2,0,6
2,5,75437.0,25,1,6,0,0,48,4436,0,1493,1,1,22
2,3,52845.0,7,3,6,0,0,53,4524,1,936,1,1,22
2,2,46086.0,34,4,4,0,0,70,4442,1,343,0,0,12
4,6,78028.0,38,1,7,0,1,70,4861,1,528,3,2,19
4,4,95169.0,1,1,1,0,1,39,4467,0,1901,3,2,11
0,3,56337.0,25,5,8,0,1,45,4663,2,724,0,2,17
2,5,22434.0,25,2,8,0,0,39,4705,1,58,2,0,5
4,3,36930.0,50,5,8,0,0,72,4612,1,297,0,0,11
2,4,36130.0,46,6,4,0,1,72,4716,1,488,0,1,15
3,3,65569.0,96,2,3,0,0,73,4805,1,859,0,0,21
2,3,19514.0,47,4,8,0,0,58,4358,2,69,2,1,6
4,4,36736.0,52,1,6,0,0,63,4619,2,17,2,0,3
2,5,77568.0,30,1,5,0,0,47,4877,1,2194,3,3,20
4,5,49187.0,63,1,2,0,0,50,4373,1,116,2,0,7
2,4,30168.0,51,7,9,0,0,48,4683,1,279,0,0,11
3,5,34053.0,14,1,8,0,0,58,4861,1,103,2,0,6
3,3,38196.0,20,3,5,0,0,55,4276,2,44,2,0,6
3,3,59412.0,56,1,3,0,0,75,4275,0,406,1,0,14
0,3,70924.0,41,1,3,0,0,61,4287,0,1363,1,1,19
2,5,54165.0,72,1,2,0,0,57,4601,0,236,2,0,10
2,3,32300.0,1,1,8,0,0,53,4746,1,39,2,0,4
2,4,20180.0,27,1,7,0,0,50,4698,0,137,2,0,7
2,3,34961.0,77,3,7,0,0,53,4214,1,79,2,0,7
4,5,28440.0,87,1,8,0,0,52,4561,1,63,2,0,5
4,5,64504.0,81,7,7,0,1,73,4686,3,1314,0,0,18
3,5,33564.0,51,1,5,0,0,60,4209,1,71,2,0,5
2,3,17345.0,79,2,8,0,0,48,4807,1,58,2,0,5
4,3,56320.0,11,3,4,0,0,59,4651,1,702,0,0,18
2,4,28647.0,54,1,7,0,1,48,4516,1,94,2,1,6
1,4,15038.0,93,2,9,0,0,39,4720,1,80,2,0,5
4,2,32173.0,0,1,4,0,0,68,4536,1,22,2,0,4
0,5,68316.0,54,5,6,0,0,62,4806,1,1211,0,0,27
2,5,74538.0,21,1,3,0,1,55,4569,0,1461,3,1,21
2,4,91700.0,58,1,3,0,1,55,4732,0,1968,1,0,19
2,5,68695.0,3,1,2,0,0,57,4208,0,1091,1,0,15
0,3,31056.0,99,1,8,0,0,49,4727,1,55,2,0,4
2,4,28071.0,65,2,8,0,0,46,4873,0,313,2,0,11
4,5,37334.0,44,4,4,0,0,68,4327,2,62,2,0,7
3,4,46423.0,6,3,7,0,0,54,4488,2,92,2,0,6
4,3,37126.0,9,1,6,0,1,55,4295,1,72,2,1,5
2,3,47703.0,95,4,5,0,0,73,4600,1,655,0,0,17
2,3,61180.0,70,2,3,0,0,67,4271,1,704,0,1,16
2,3,38998.0,92,3,8,1,0,72,4807,2,54,2,0,5
2,4,8028.0,62,15,19,0,0,35,4853,0,178,0,0,1
2,5,76081.0,85,1,2,0,0,64,4241,0,1033,1,1,13
2,5,34728.0,2,1,6,0,1,40,4538,1,36,2,0,4
3,4,33168.0,0,3,7,0,0,61,4828,1,122,2,0,7
3,3,33585.0,91,1,4,0,0,60,4481,1,122,2,0,6
4,3,77037.0,3,1,3,0,0,66,4463,1,1123,1,0,26
2,5,35196.0,68,6,8,0,1,42,4797,1,497,0,0,12
2,3,44529.0,98,6,5,0,0,60,4563,1,691,0,1,19
4,5,28764.0,16,1,8,0,0,60,4228,2,12,2,1,3
4,3,69098.0,82,1,5,0,0,77,4702,0,2440,1,0,24
0,2,25959.0,1,2,6,0,1,56,4704,2,56,2,0,5
3,3,27100.0,64,1,7,0,0,43,4654,1,37,2,0,4
2,4,70596.0,68,1,2,0,0,41,4836,0,968,1,0,20
2,3,42557.0,98,4,8,0,0,52,4873,1,270,0,0,11
4,3,53312.0,32,1,7,0,0,75,4528,0,278,2,0,11
2,4,72228.0,87,1,3,0,0,74,4783,0,1250,1,0,21
2,5,67605.0,84,1,1,0,0,39,4659,0,938,1,0,16
3,3,62845.0,3,11,8,0,0,77,4840,2,1178,0,1,17
2,5,65196.0,34,2,5,0,0,68,4543,2,1155,0,1,24
4,4,42000.0,23,2,5,0,1,39,4739,0,653,1,0,18
4,2,35860.0,37,2,5,0,0,53,4245,2,49,2,1,4
4,3,65526.0,22,1,2,0,0,62,4283,1,506,0,0,16
2,3,16860.0,19,3,7,0,0,65,4859,2,38,2,0,5
2,4,83528.0,7,1,1,0,1,34,4263,0,1650,3,2,22
0,2,64176.0,52,8,6,0,0,61,4899,1,1826,0,0,25
2,2,22304.0,91,1,8,0,0,70,4898,0,18,2,0,3
2,3,67023.0,93,1,2,1,0,48,4321,0,906,1,0,23
2,5,70713.0,23,6,3,0,0,60,4777,1,1477,1,0,19
2,5,59925.0,83,3,6,0,0,71,4780,1,766,0,0,20
2,3,39722.0,92,2,5,0,0,73,4329,1,47,2,0,5
2,5,46610.0,4,1,6,0,0,68,4550,0,467,2,0,13
2,5,88347.0,32,1,1,0,0,65,4565,0,2116,1,1,20
4,3,87171.0,27,1,2,0,0,45,4628,0,1298,3,2,24
0,5,26907.0,10,2,7,0,0,50,4517,2,22,2,0,4
3,4,50014.0,9,2,5,0,0,58,4362,1,396,2,0,13
4,3,41014.0,65,1,7,0,0,48,4637,1,20,2,0,3
2,4,66294.0,68,1,2,0,0,61,4308,0,967,1,0,12
2,3,36715.0,16,6,9,0,1,55,4793,1,357,0,0,13
2,3,79456.0,12,1,3,0,1,70,4880,0,1401,1,0,15
2,5,40479.0,95,1,4,0,0,44,4520,1,15,2,0,3
3,4,75345.0,16,1,3,0,1,56,4716,0,2087,3,1,19
2,3,54233.0,46,4,8,0,0,49,4714,1,981,0,0,22
2,4,24163.0,3,2,4,0,0,56,4464,2,17,2,0,4
4,5,84460.0,80,0,5,0,1,68,4745,0,523,3,4,22
2,5,43776.0,77,1,6,0,0,43,4261,1,23,2,0,3
4,4,71691.0,0,1,2,0,1,68,4308,0,1192,1,0,16
4,3,85844.0,62,1,2,0,0,53,4235,0,1958,1,1,19
4,4,39190.0,91,2,5,0,0,52,4268,1,133,2,0,7
4,4,38578.0,2,3,8,0,0,54,4576,2,73,2,0,6
4,3,57236.0,22,3,3,0,0,61,4313,2,121,2,0,7
2,4,61825.0,56,1,4,0,0,47,4530,1,424,2,0,14
2,2,79803.0,54,1,1,0,0,68,4231,1,868,0,0,12
0,4,80910.0,71,1,1,0,0,40,4810,0,756,1,0,14
3,5,27590.0,38,1,7,0,0,44,4636,1,12,2,0,3
2,3,56775.0,62,2,5,0,0,47,4747,1,937,0,0,23
2,2,83829.0,78,0,1,0,1,51,4468,0,1862,3,3,17
0,3,54210.0,18,2,5,0,0,47,4609,1,367,2,0,12
2,3,38508.0,95,6,8,0,0,40,4535,1,443,0,0,14
2,5,53187.0,66,2,5,0,0,56,4450,1,267,2,0,11
2,3,30023.0,28,1,8,0,0,54,4301,1,61,2,0,5
4,4,76045.0,78,1,2,0,0,66,4430,0,1323,1,1,20
4,3,50870.0,13,1,5,0,0,74,4214,1,63,2,0,5
0,3,65463.0,17,2,5,0,0,52,4354,1,562,0,1,17
2,3,66480.0,71,7,4,0,0,61,4233,2,312,0,0,12
2,2,76773.0,79,1,1,0,0,72,4693,0,1156,1,0,15
0,4,81698.0,1,1,5,0,1,43,4689,0,1104,3,1,15
4,4,54466.0,78,1,5,0,0,53,4344,2,16,2,0,3
4,4,16269.0,75,3,8,0,0,42,4507,1,44,2,0,6
2,5,71819.0,70,3,6,0,0,55,4509,1,1574,3,2,11
4,3,33569.0,10,1,8,0,1,43,4460,1,63,2,1,4
3,3,36262.0,24,1,6,0,1,43,4486,0,426,2,1,11
1,5,22634.0,47,1,8,0,0,60,4733,0,96,2,0,5
0,3,47025.0,98,5,9,0,0,48,4494,1,635,0,0,18
2,4,70566.0,4,2,3,0,0,58,4470,1,757,0,0,20
4,3,31605.0,15,2,7,0,0,47,4788,1,125,2,0,7
3,2,52034.0,67,5,7,0,0,53,4612,2,332,0,0,11
2,4,48526.0,32,1,3,0,0,47,4391,1,135,2,0,7
2,3,46734.0,40,2,7,0,0,72,4792,1,330,0,0,12
2,2,39552.0,54,7,8,0,1,64,4762,2,384,0,0,13
2,4,86358.0,78,4,8,0,0,60,4894,2,1722,0,0,14
2,5,46931.0,94,2,3,0,0,49,4270,3,78,2,0,5
1,4,16581.0,51,1,4,0,0,41,4737,0,24,2,0,3
0,2,63998.0,42,1,4,0,1,74,4395,0,1168,1,0,24
3,3,67381.0,67,4,7,0,0,75,4734,1,957,0,1,13
2,4,25930.0,87,1,7,0,0,59,4466,2,15,2,0,3
2,3,42693.0,29,1,5,0,0,48,4226,1,57,2,0,4
2,5,85606.0,89,2,3,0,0,50,4798,1,1956,1,1,22
2,4,72903.0,74,1,4,0,1,41,4447,0,2013,3,3,20
0,5,49669.0,97,2,6,0,0,52,4240,1,326,2,0,12
4,3,36778.0,63,3,9,0,0,58,4897,2,77,2,0,6
4,2,85696.0,88,1,1,0,1,64,4626,0,1313,1,0,19
2,3,49678.0,81,2,7,0,0,65,4716,1,315,0,0,12
2,3,37155.0,51,1,5,0,0,37,4718,1,74,2,0,6
0,2,21282.0,76,2,6,0,0,48,4253,1,46,2,0,5
4,4,33419.0,76,2,7,0,0,64,4520,1,86,2,0,6
2,6,63285.0,84,1,3,0,0,81,4440,0,1103,1,0,24
3,5,21255.0,56,4,4,0,0,52,4363,1,61,2,0,7
2,5,42162.0,31,2,6,0,1,45,4426,1,145,2,1,7
2,5,54450.0,0,12,8,0,0,70,4857,2,684,0,0,19
4,3,57744.0,91,2,8,0,0,72,4433,1,411,0,0,14
2,4,26576.0,40,1,9,0,1,40,4828,1,27,2,1,3
4,6,57513.0,59,2,6,0,0,83,4562,0,1060,0,0,25
2,5,68142.0,96,3,6,0,0,62,4873,1,1459,1,0,21
2,3,7500.0,61,1,8,0,0,47,4873,1,18,2,0,3
2,5,83145.0,14,1,2,0,1,52,4849,0,1833,3,1,25
3,3,54197.0,16,2,1,0,0,66,4291,1,237,2,0,10
4,4,23091.0,98,4,7,0,0,63,4236,2,48,2,0,6
2,3,46049.0,11,10,7,0,1,50,4547,2,515,0,0,16
2,5,56715.0,52,1,4,0,0,52,4775,0,1020,1,0,14
2,3,79410.0,19,1,1,0,0,65,4235,0,1370,1,0,10
2,3,57304.0,61,2,5,0,0,75,4679,1,1026,1,0,23
2,3,44375.0,73,1,5,0,0,61,4302,1,301,2,0,11
2,3,59594.0,74,1,7,0,0,61,4821,1,499,0,1,16
2,5,80685.0,55,1,2,0,0,32,4880,0,1004,1,0,20
4,3,40344.0,48,2,7,0,0,52,4463,1,218,2,0,10
2,3,62710.0,53,4,4,0,0,54,4606,1,606,0,0,18
0,3,48985.0,13,1,3,0,0,58,4563,1,75,2,0,5
2,5,35322.0,34,3,8,0,0,58,4880,3,106,2,0,6
2,3,77142.0,54,1,2,0,0,78,4600,0,990,1,0,16
2,4,81657.0,69,1,1,0,0,57,4362,0,1097,1,0,15
1,3,14421.0,81,1,5,0,0,30,4336,0,16,2,1,3
4,3,74214.0,3,1,5,0,0,36,4876,0,1711,1,0,15
3,3,66726.0,61,3,7,0,0,69,4372,2,438,0,1,14
1,5,23724.0,65,2,8,0,0,47,4741,1,75,2,0,5
3,3,47353.0,93,3,5,0,0,66,4432,1,225,2,0,10
3,3,33444.0,24,1,8,0,0,74,4807,2,18,2,0,3
2,3,54386.0,8,2,3,0,0,45,4612,1,470,0,0,15
2,2,28510.0,72,3,5,0,0,45,4646,2,91,2,0,6
3,4,90638.0,29,1,1,0,0,35,4340,0,2525,1,1,17
2,5,48070.0,33,3,7,1,0,76,4736,1,504,0,0,16
2,3,43140.0,68,1,6,0,0,69,4744,1,235,2,0,10
4,2,54959.0,55,3,7,0,1,65,4730,1,1232,0,1,18
1,4,15056.0,76,5,5,0,0,68,4626,2,88,2,0,7
2,4,26954.0,17,1,7,0,0,55,4256,1,17,2,0,3
2,4,22327.0,94,1,5,0,0,41,4535,1,24,2,0,4
2,3,44393.0,86,2,4,0,0,61,4515,2,60,2,0,5
4,4,62000.0,25,1,4,0,0,74,4512,1,1020,0,1,25
4,5,31497.0,22,2,8,0,0,64,4774,1,155,2,0,8
0,3,45894.0,15,1,5,0,0,52,4326,2,51,2,0,4
3,2,78579.0,35,1,3,0,1,56,4758,0,1812,1,0,15
3,6,67369.0,81,4,4,0,1,57,4793,1,1461,3,2,21
2,2,58401.0,55,1,4,0,0,66,4274,1,96,2,0,5
2,4,62307.0,94,1,5,0,0,74,4336,1,160,2,0,8
3,3,43641.0,50,3,6,0,0,57,4637,2,139,2,0,7
3,3,70091.0,11,2,8,0,0,57,4659,1,1161,0,1,17
4,3,78075.0,72,1,1,0,0,54,4289,0,988,1,0,13
0,6,59184.0,6,3,5,0,0,65,4862,1,1072,1,0,24
2,3,54809.0,0,4,4,0,0,49,4495,2,174,2,0,8
2,3,58113.0,66,3,7,1,0,67,4724,1,758,0,0,19
3,3,51412.0,42,2,4,0,0,68,4384,1,195,2,0,9
3,5,66636.0,64,1,1,0,0,69,4520,0,1084,1,0,16
3,3,50965.0,87,3,8,0,0,70,4698,1,685,0,1,19
2,3,18351.0,1,1,7,0,0,36,4447,0,43,2,0,5
4,5,40451.0,54,1,5,0,0,69,4337,2,49,2,1,4
2,5,36317.0,53,2,7,0,0,61,4607,1,133,2,0,7
2,5,42213.0,96,2,7,0,0,69,4464,1,363,0,1,13
2,5,65748.0,58,2,1,1,0,71,4644,1,545,1,0,16
2,5,77044.0,12,2,4,0,0,54,4449,1,1065,1,1,29
2,5,74918.0,78,1,3,0,0,57,4678,0,2047,1,1,20
2,3,56721.0,64,5,6,0,0,54,4810,2,296,0,0,10
2,4,42160.0,26,4,6,0,1,51,4570,2,140,2,0,7
2,4,61559.0,8,1,3,0,0,61,4551,1,530,0,0,16
4,5,33629.0,49,5,9,0,0,63,4894,2,152,0,0,8
2,4,34377.0,55,2,7,0,0,63,4730,1,114,2,0,6
1,4,8940.0,25,3,8,0,0,40,4880,1,101,2,0,7
2,3,26228.0,50,1,8,0,0,53,4484,1,25,2,0,3
0,2,77297.0,84,1,4,0,0,69,4723,0,789,1,1,21
2,3,40211.0,30,2,8,0,0,45,4538,2,87,2,1,5
4,6,33438.0,81,4,5,0,0,68,4484,2,90,2,0,7
4,3,75032.0,74,2,3,0,0,67,4631,1,1215,0,0,18
4,4,61284.0,76,1,6,0,0,71,4464,0,811,0,1,21
2,3,22518.0,36,2,5,0,1,40,4819,1,61,2,1,5
3,3,54730.0,64,5,4,0,0,51,4522,1,405,0,0,13
3,3,38452.0,62,3,7,0,0,71,4295,2,72,2,0,6
2,2,44421.0,53,5,8,0,0,55,4703,2,189,2,0,9
4,5,38197.0,86,1,5,0,0,40,4569,1,40,2,0,4
2,2,41986.0,15,3,4,0,0,48,4344,1,63,2,0,7
2,5,28427.0,67,2,8,0,0,43,4669,1,52,2,0,5
4,5,37395.0,47,1,6,0,0,50,4262,1,39,2,0,4
2,3,64722.0,47,4,6,0,0,55,4238,1,805,0,0,21
3,5,55249.0,81,1,3,0,0,70,4277,1,130,2,0,7
2,5,84906.0,98,1,2,0,0,54,4472,0,1631,3,3,23
2,4,44213.0,48,4,6,0,0,74,4416,2,152,2,0,8
1,4,25707.0,18,1,7,0,0,42,4366,1,21,2,0,4
4,3,59062.0,74,2,4,0,0,59,4473,3,71,2,0,5
2,4,76624.0,68,1,1,0,0,64,4240,1,899,1,1,22
3,5,66000.0,36,1,1,0,0,79,4274,0,711,1,0,9
4,5,27683.0,90,4,8,0,0,48,4898,1,351,0,0,12
2,2,1730.0,65,15,20,0,0,55,4246,0,8,2,0,0
1,4,7500.0,63,4,9,0,0,34,4777,1,119,2,0,7
2,5,40521.0,82,1,5,0,0,58,4654,2,21,2,0,3
4,5,20427.0,63,1,8,0,0,53,4301,1,10,2,0,3
2,3,65106.0,55,3,6,0,0,51,4240,1,973,0,1,24
4,3,69969.0,64,1,3,0,1,61,4510,0,1536,3,2,12
2,3,67433.0,51,4,4,0,0,74,4552,2,992,0,1,24
4,3,77766.0,97,2,6,0,1,59,4696,1,1529,3,1,32
2,3,74716.0,92,2,4,0,0,54,4494,1,860,1,0,15
4,3,55158.0,72,4,7,0,1,56,4903,2,418,0,0,14
0,3,62972.0,39,2,6,0,1,71,4899,1,587,0,0,14
2,3,74190.0,49,2,2,0,0,51,4252,1,641,1,0,17
2,3,39356.0,21,1,6,0,0,50,4306,2,23,2,1,3
2,5,76653.0,91,1,2,0,0,57,4521,0,2279,3,2,22
4,2,90687.0,98,1,2,0,1,43,4607,0,1779,3,1,16
3,5,73450.0,85,1,3,0,0,44,4410,0,1804,3,2,26
2,3,31454.0,40,3,8,0,0,66,4562,2,48,2,0,5
2,4,47139.0,2,2,7,0,1,74,4319,2,83,2,0,5
4,3,53378.0,41,10,8,0,1,63,4847,2,793,0,0,19
2,5,19656.0,94,3,7,0,0,56,4710,1,84,2,0,6
4,3,45579.0,10,1,6,0,0,78,4517,1,183,2,0,9
0,4,85485.0,73,1,2,0,0,68,4212,0,1383,1,0,18
2,3,55956.0,22,2,4,0,0,82,4287,0,999,0,1,14
3,4,64191.0,30,3,3,0,0,63,4727,1,825,0,0,21
