Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,Children,Total_Spending,AcceptedCampaigns,TotalPurchases,Cluster,pca_1,pca_2,pca_3,tsne_1,tsne_2,tsne_3,umap_1,umap_2,umap_3
4,5,71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,1,81,4428,0,1196,1,16,3,2.8119217945572217,0.390495351872409,-0.2942081512521617,16.599602,0.3079098,-10.867091,17.136732,4.613406,2.1971555
2,3,27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0,47,4318,1,101,0,6,2,-1.9166837582645189,-1.1894801242589577,-0.2723038803233507,-15.93506,-2.0380619,0.50063515,5.660264,2.719102,8.039633
2,3,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1,57,4768,2,316,0,12,0,-1.2310485519138716,2.9181952990979814,-1.2284794407304742,5.6044683,13.822409,-11.195182,16.169588,2.8744116,0.88990945
2,3,71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,3,11,0,64,4488,1,1400,2,18,3,2.1974650259773734,0.554388485934989,-0.25839341482062045,16.917162,-1.0899967,-2.502381,4.9655046,7.176963,6.22252
2,4,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0,78,4539,0,1424,0,26,1,3.4172792525754403,-0.805061923397445,1.692091373744586,17.176622,-2.5192277,11.288772,6.442563,9.242925,7.076302
3,3,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,3,11,1,48,4884,1,844,3,19,3,2.454293164125895,2.5542641639776713,-3.0425956734149673,21.907701,2.2515674,-6.046095,17.146328,5.527679,1.8749739
2,3,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,3,11,0,51,4489,1,311,0,11,2,-0.5475172771500013,-0.696662805769352,-0.07062377932563962,-2.512156,-2.5170636,5.8119345,5.2897134,5.6820707,6.839851
2,5,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,44,4621,0,1149,0,16,1,1.9451907292437953,-1.2921465493975877,-0.42955643662943366,15.288473,-11.904098,10.959801,5.680257,8.941848,6.289208
3,3,35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,3,11,0,43,4274,0,129,0,7,2,-0.949759532214193,-1.8010858001562777,-1.1510046182131048,-19.085703,5.422886,8.666589,5.0380116,3.6427708,9.082484
2,6,40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,74,4460,1,32,0,4,2,-1.3201982519564666,-0.9690815352326351,0.5038845466085915,-7.663133,-6.8093452,0.33980238,4.6539116,4.2441406,6.8313303
2,4,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1,44,4894,1,299,0,11,0,-1.0219043841452435,2.009314441717502,-2.3235690030421146,4.7978835,14.153158,-15.696196,15.863939,2.5733318,1.289325
2,5,50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,3,11,0,64,4235,1,320,1,12,1,-0.08430625553103084,-1.2762885544750602,0.6175797866877122,-9.194455,-11.7838955,8.427366,5.691686,4.5162587,6.2272935
3,3,43263.0,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,3,11,0,49,4789,1,441,0,13,0,-0.5113722918627363,0.6500712766270808,-0.5417165864011653,0.16427203,2.2521245,-2.1540585,3.9903166,5.195716,6.6326146
3,3,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,1,77,4840,2,1178,1,17,0,0.4387377344215918,5.626859002069783,0.42085484257411393,6.416401,10.22084,-7.4265075,16.45444,2.9646673,0.79777825
2,3,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,36,4702,0,85,0,5,2,-1.5690533348094444,-1.010952691607823,-2.2966587978333584,-23.880665,8.862054,-1.1694509,4.2103653,3.1859384,9.042729
1,4,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,44,4670,1,24,0,3,2,-2.4848504636034896,-0.5192668667264762,-1.4933610382373315,-20.172194,-3.357284,-3.3097837,4.4706063,2.60443,7.877949
2,4,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,51,4698,1,112,0,6,2,-1.5370024453572122,-0.16719832387290276,-0.902768563427034,-17.94038,8.492398,1.5848811,3.8721135,3.317037,7.778147
0,3,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,3,11,0,67,4708,1,30,0,4,2,-1.8165023319892684,-0.610369325630163,-0.9016114368522595,-23.29163,4.443552,1.6514125,3.7752109,2.2591615,8.587967
4,3,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,43,4578,0,410,0,14,2,0.1721868336522017,-0.5269956497984842,-0.5207286309935517,-10.634977,6.920618,12.397624,5.2327423,4.546722,8.73936
2,5,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,3,11,0,50,4506,1,800,1,21,1,0.9039116140186537,0.4610238522216214,-0.3524031297712719,-0.26167464,-7.0377407,6.8291597,5.427735,6.8667784,6.164589
4,2,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,64,4626,0,1313,0,19,3,3.252856956399606,0.0667456242047549,0.1353732168561278,20.190866,10.709563,-14.137848,16.544153,5.118708,2.3595176
4,5,76542.0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,3,11,0,70,4660,0,1483,0,22,1,2.8284105867641967,-0.45229783877396096,1.841419051153399,20.223423,-6.690704,10.963252,6.4026923,9.260333,7.334023
2,4,70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,1,33,4455,0,1258,0,16,3,2.224953805000428,-0.7156643778036629,-2.325988450379668,21.333296,5.447504,-16.042206,16.70847,4.85453,2.5850594
2,5,18227.0,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,3,11,0,39,4802,1,28,0,3,2,-2.4182713753591885,-0.20961819379771995,-1.8130151487884185,-18.866215,-8.1965885,-3.2928998,4.0799847,3.1640577,7.3988056
2,3,69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,3,11,0,61,4357,1,227,0,10,1,0.0008248054654849189,-1.329489798859391,0.3119300807205852,-3.7507975,-2.3538194,10.454105,5.3006773,6.3909335,7.6536617
2,3,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,44,4801,0,1555,1,19,3,2.8246497431608706,0.9200366519423577,-2.8158502331661714,20.273834,3.6797612,-15.131226,16.706984,4.8036165,2.5903864
2,4,69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,3,11,0,64,4673,1,861,0,21,1,1.0159029167041476,0.37881937985212394,0.6754148890897376,8.387564,2.4838102,4.6625595,4.7811713,7.0041804,5.9380736
2,3,38136.0,1,0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,3,11,0,48,4637,1,103,1,6,2,-1.3637218533334656,-0.0019213062203403556,-1.0875065229690568,-14.963995,12.831965,5.7195477,5.2954736,2.3830574,7.7910523
4,4,62159.0,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,3,11,0,80,4266,0,634,0,18,1,1.3330330407242974,-1.299410735533229,1.9517801437060627,-5.258949,-6.078985,14.752795,5.457747,6.7468247,7.3990183
2,4,80695.0,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,3,11,0,63,4386,0,1918,0,18,1,2.8224201817803887,-1.4130476401842422,1.1134377384066605,17.533705,-6.238957,12.734846,6.3495593,9.062186,7.0100574
3,4,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,55,4472,2,131,0,7,2,-1.8916599717221019,0.04770066317909704,0.49582748429747564,-6.5249734,11.638757,-4.6484156,5.037208,2.8356953,4.0736775
2,5,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,3,11,0,58,4845,2,586,0,16,0,-0.7729250692918191,2.2954956545309044,1.0644038964819749,1.7885243,-1.0418183,-12.604086,4.100832,4.523761,4.504519
1,3,17256.0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,3,11,0,34,4422,1,62,1,5,2,-2.093144274809447,-0.7080500543877798,-2.490888876550436,-21.91501,0.9624702,6.398169,4.441245,2.499781,8.708461
2,2,53034.0,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,3,11,0,52,4599,2,447,0,14,0,-1.5109685549560088,2.3876171233892056,0.6098667297040842,2.5826035,4.65525,-12.089547,3.880592,4.0835557,4.086418
0,5,52203.0,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,3,11,0,76,4902,0,939,0,26,1,1.3356209911811863,0.4785891079917407,-0.06370593451675166,9.130439,-0.31974986,14.629828,5.6987987,7.7706885,6.0469456
0,2,59601.0,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,3,11,0,49,4543,1,797,1,11,2,-0.2854682559051247,0.6578337781106515,-1.4604060978802063,10.05396,7.692596,-3.1321554,4.5138497,6.730704,5.913759
3,4,75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,3,11,1,68,4867,1,1143,0,15,1,1.932731653249262,1.0589111823088853,0.0015524335354375647,14.396552,8.569945,-14.609026,16.401026,4.3022237,1.9720882
2,4,47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,3,11,0,50,4438,1,415,0,14,2,-0.6085196937904469,-0.29655103619169254,0.11866189969734871,-1.9892423,-3.6147087,5.1647916,5.2190332,5.359615,6.846164
2,3,37971.0,1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0,53,4420,1,30,0,4,2,-1.8806529060462953,-1.1229335224655692,-0.13679224882980953,-15.234939,-1.0399756,-1.0216378,5.6041765,2.6581254,8.029765
3,2,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,58,4389,1,187,0,9,2,-1.2725446246048246,-0.18512381665320712,0.07504106238580564,-6.241697,-0.40861943,5.686837,5.8050957,4.117818,8.560803
2,3,67267.0,0,1,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,3,11,0,68,4251,1,251,0,10,1,0.3208261139339927,-1.757988003625453,0.6316731268918414,-3.7163944,-2.621027,11.848803,5.3040795,6.4595075,7.6689253
2,4,57338.0,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,3,11,0,51,4265,1,237,0,10,2,-0.5564577285138986,-1.4327920738442257,0.6688429544449894,-12.569572,-9.274442,6.496337,5.6748576,4.206565,6.6826224
0,5,50523.0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,3,11,0,66,4390,2,91,0,6,2,-1.6280375345145721,-0.8526601682070563,0.9013861096197979,-30.779535,-2.639399,-1.6306117,3.7704604,1.4236301,7.891197
3,4,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,61,4623,3,35,0,4,2,-2.707117986172101,0.5699559797837406,1.2428990429656874,-5.9250307,2.3612318,-8.995485,4.760284,2.4231062,4.985748
4,2,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,0,66,4837,1,493,1,16,0,0.0941655536182731,2.166340022220803,1.1696316495598813,2.6646047,6.7512655,-3.8986042,4.117495,5.9124274,5.802457
4,3,56242.0,0,1,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,3,11,0,57,4687,1,971,0,23,0,0.6140694525330586,1.6045184678258633,1.3326509655065364,4.895679,-7.7857203,-1.7530508,3.833073,6.375138,6.039919
2,4,48904.0,0,1,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,3,11,0,66,4778,1,371,0,13,0,-0.8693174683675623,1.4064600029091194,0.001904695167641861,-4.2367024,-3.0416615,-0.66236055,4.1015897,4.8229127,6.6047845
2,4,56243.0,1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,3,11,0,51,4385,3,396,0,14,0,-1.3244296609344608,1.114659390898076,1.312651331396932,-0.8463452,13.995094,-6.6723876,4.614466,3.5622349,4.134644
2,3,21355.0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,3,11,1,41,4517,1,68,1,5,2,-1.108162242165068,0.30270514842788704,-3.1459848817488996,8.338753,17.83307,-18.35224,15.372015,2.7550628,1.2999752
3,5,57420.0,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,3,11,0,55,4573,1,322,1,12,0,-0.16853672323962807,0.5160039974866939,-0.19414392399826402,-1.6236984,-6.8967824,6.401627,5.0968447,5.356278,6.3974676
3,5,51381.5,0,1,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,3,11,0,56,4658,1,317,0,12,2,-0.35533097792525203,-0.08860526151056526,0.33126632264084904,-2.2740617,-8.22431,-0.91606545,5.272305,5.250851,6.5012345
3,2,46390.0,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,3,11,0,71,4259,1,222,0,9,2,-0.9148305363863557,-1.0461300617120108,0.8483956691961019,-8.02903,-1.38483,6.9295464,5.9299912,4.3321595,8.17203
0,5,54342.0,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,3,11,0,70,4565,2,177,0,8,2,-1.4445356120131156,0.35190392611758736,1.1064711314181628,-3.4655697,-4.4151635,-13.713485,3.7314332,1.4469662,7.7563796
2,5,51381.5,1,1,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,68,4868,2,45,0,4,2,-1.3810066872736866,0.06757858677584157,0.9211305127122273,-10.804938,-0.59704036,-12.091236,4.6653013,2.8178477,5.599591
0,4,51381.5,1,1,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,62,4372,2,21,0,3,2,-1.9589336647597948,-1.0766579260356184,0.030171829483799532,-29.98411,-2.76264,-0.060832303,3.7978451,1.4476035,8.081355
2,3,20895.0,1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,3,11,0,53,4835,1,45,0,5,2,-2.2951969604279268,0.2636610954447437,-1.3988936945567356,-19.80891,4.9753923,0.06893214,3.811774,2.9228663,8.184871
2,3,92344.0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,3,11,0,78,4369,0,1899,2,20,3,4.355588473704265,-1.1087103797692863,0.19506043450464083,26.20544,-2.6443958,5.1788697,6.5969706,9.841636,6.4260836
4,5,51381.5,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,54,4323,1,42,0,4,2,-1.2538171389151382,-1.096264790083887,0.15572115672095344,-10.414143,-10.065205,-1.3770666,5.1210694,3.9685981,6.929942
0,5,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,50,4517,2,22,0,4,2,-2.5745388693621254,-0.4552211189287818,-0.9648409975879084,-29.839808,1.6885082,4.097543,3.813331,1.8327639,8.446836
2,5,44964.0,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,46,4764,2,41,0,4,2,-2.1279379350649816,0.1531065619288654,-0.6743726625353005,-11.123019,3.46722,-14.252522,4.015861,2.8887017,5.841849
2,5,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,47,4262,0,1440,0,20,1,2.194488418251749,-1.7363380992583277,0.28044244021960674,14.013147,-10.169513,13.667139,6.024123,8.777892,6.3246694
3,3,53761.0,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,3,11,0,54,4465,2,325,0,11,0,-1.1091449508564126,1.0565299201244909,0.8542223769883397,-1.8309536,12.709909,-7.6140513,4.6010127,3.4041157,3.9986317
2,5,22682.0,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,3,11,0,53,4473,1,95,0,7,2,-1.4999796498736337,-0.8148281512405462,0.04544661812098447,-14.868082,-5.0426254,7.5895014,5.1374087,3.4950972,7.4330263
4,5,38887.0,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,54,4323,1,42,0,4,2,-1.5364579923749553,-1.1126705321275847,0.04024135984411973,-10.875163,-10.118273,-1.4293494,5.0918293,3.919975,6.9675126
0,4,41658.0,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,3,11,0,51,4801,2,72,0,4,2,-1.7513328079954333,-0.18146634333809622,-0.754245082402207,-28.232437,0.3622494,-4.5086374,3.7632012,1.9696778,8.130054
4,3,29791.0,1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,3,11,0,54,4249,1,20,0,5,2,-1.5087086334831483,-1.2526840261110075,0.16404163959786952,-10.605279,3.4267366,8.006521,5.568799,4.0995965,8.462732
3,3,63915.0,0,2,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,3,11,0,70,4538,2,789,0,21,0,0.48665357330835135,0.6449492279634641,1.267550300037223,2.2812977,0.920475,9.592758,4.776026,6.9233575,7.119654
2,2,39996.0,1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,52,4242,2,15,0,3,2,-2.074964770711733,-1.5039776668203413,0.3257788764309387,-11.320293,2.2911575,-4.5180807,4.836447,2.1101222,4.853397
2,2,26759.0,1,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,3,11,0,54,4346,1,59,0,6,2,-1.7702175846228676,-1.1390253336148126,-0.19756185581242533,-12.932377,-1.3206233,0.96042126,5.8044763,2.9472327,8.169125
3,2,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,58,4638,1,908,0,21,1,0.8209939795581462,0.15439136560411948,0.5270562276972982,8.60678,-7.815215,-0.47725388,3.594113,7.0186872,6.443875
4,3,51039.0,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,3,11,0,57,4770,2,417,0,12,0,-0.9557265097405261,1.0939495209644199,0.33816962505376275,-3.9132626,8.164575,-7.62598,4.4027534,2.9409592,4.1148396
2,3,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,3,11,0,65,4877,2,289,0,11,0,-0.9632162930643242,1.419485810024284,1.1989041958501003,-2.150006,5.431728,-14.98005,3.9285505,3.4160202,4.351265
2,3,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,3,11,0,54,4296,1,769,0,20,1,0.7426441895425823,-1.0537259590066523,0.4924034086489933,4.3289385,-5.795755,5.8147845,4.554049,7.1655965,6.751684
2,3,37716.0,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,3,11,0,73,4273,1,188,0,8,2,-1.283925554511622,-0.7355538579059492,0.3148340511336341,-6.1716175,1.4481268,7.239626,4.837161,5.1655703,8.084258
2,4,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,3,11,1,69,4889,1,354,0,11,0,-0.7147951228736411,2.068127309767812,-1.036631763646418,5.935311,12.352826,-15.347995,16.010303,2.7453516,1.2845715
3,3,44511.0,1,0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,3,11,0,56,4829,1,727,0,20,0,-0.43633417960257576,2.3571941696464274,0.4038695439954175,4.1043024,0.60653716,-5.031718,3.7591202,5.4818754,5.8223042
4,3,36947.0,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,3,11,0,59,4895,2,146,0,7,0,-2.205490079357045,1.9902562441134923,0.5064867494784986,-5.5374236,6.9367447,-11.609168,4.253713,2.9644175,4.5761137
3,5,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,75,4648,1,319,0,12,0,-0.7437259418938922,0.8924951037959689,1.5161871243348708,-4.673707,-8.494971,3.926278,5.080402,4.824445,5.8726673
3,3,67087.0,0,1,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,3,11,0,73,4398,1,794,0,20,1,1.0829656841220696,-0.3000814910363721,1.5500968077886617,5.5564713,-11.441619,5.996219,4.8939743,6.91081,7.209653
2,3,57045.0,0,1,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,3,11,0,76,4863,1,454,0,15,0,0.36076201346712716,0.6891872669372704,0.9648442284365567,6.7109456,0.9513441,5.463393,4.2814417,6.867545,5.8870316
4,2,36957.0,1,1,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,3,11,1,73,4865,2,152,0,7,0,-1.6383278769124552,2.9629125552987787,-0.25877341976598317,8.284072,12.972973,-12.090518,16.175705,2.9849675,1.0599649
4,3,69389.0,0,1,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,3,11,0,49,4843,1,797,0,21,1,1.1861676625998394,0.4722197097404498,0.048862529247273294,9.968659,-9.727517,5.3576565,4.507962,7.1697917,7.1773214
2,3,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1,54,4609,1,1690,3,14,3,2.976574875899701,1.659732577593674,-2.4472674262700287,23.214016,3.3654,-5.4499264,17.178652,5.5259852,1.8369672
3,3,43142.0,1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,57,4335,2,20,0,3,2,-2.0291590048835286,-0.973482046052254,0.7469448415752773,-9.105211,2.8694835,-4.6820245,4.9770713,2.1220698,4.9045234
2,3,80589.0,0,0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,3,11,1,82,4362,0,1428,1,20,3,3.729936792851961,-0.25811825410911426,-0.2822398835232593,18.21329,0.15508145,-12.680605,17.088718,4.551515,2.3109813
2,4,34412.0,1,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,3,11,0,36,4705,1,209,0,8,2,-1.9449899556803525,0.3978413707090234,-1.1223802311619169,-19.01253,-0.67747813,-6.294006,4.4596033,2.7117767,7.44109
2,4,57537.0,1,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,3,11,0,47,4588,1,545,0,15,1,-0.00048554317239805065,0.04656052060990688,0.5184004541487649,3.669369,-3.944861,2.4174483,4.445952,6.599609,6.5347075
1,5,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,60,4733,0,96,0,5,2,-1.6300244523881182,-0.6146680754309224,-1.1670848615840776,-15.866525,-7.2757454,-9.066924,3.9353325,4.2463655,7.740758
2,5,51315.0,0,0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,3,11,0,78,4330,0,222,0,9,1,0.4049795730948005,-2.0242634123122576,1.0110021539105463,6.4143333,-4.829383,18.015083,6.0482087,6.9331656,6.842502
2,3,36026.0,2,1,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,3,11,0,54,4309,3,61,0,5,2,-2.4612117503194684,-0.48255508568736794,0.5179232126019393,-9.302238,13.541419,-1.6086752,5.377438,2.108152,4.060262
2,3,24639.0,1,1,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,3,11,0,53,4356,2,44,0,6,2,-2.3067872837037537,-0.3362367934317749,-0.21127888798857963,-10.162777,12.525849,0.6778325,5.3370976,2.0823805,4.037678
4,5,34578.0,2,1,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,3,11,0,54,4283,3,8,0,3,2,-2.434034964562929,-0.6578649604210921,0.7447919187949894,-8.22538,-11.342398,-4.6609564,5.9184613,2.7720838,4.770504
0,4,65704.0,0,0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,3,11,0,54,4463,0,817,0,22,1,1.8354671627139107,-1.6551596950195975,-0.4721011153006798,10.443524,-13.976064,15.710802,5.5518937,8.478434,6.879677
2,4,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,3,11,0,60,4799,1,1371,1,19,0,0.9851435014098011,1.898008813525702,-0.01839149581747968,12.600254,5.855682,0.02679166,4.520565,6.6504297,5.436605
4,5,54132.0,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,57,4337,1,42,0,4,2,-1.18333823421763,-1.1917701173460806,0.8780650708072661,-12.75416,-12.765928,-0.13690513,6.082312,3.6108227,7.2135305
2,3,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,67,4752,0,60,0,4,2,-1.7309828793871667,-0.47014517482727763,-0.6080975438557521,-14.629674,-10.590796,-11.69661,3.850922,4.646649,8.326192
2,3,28164.0,1,0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0,56,4625,1,78,0,6,2,-1.879918433586882,0.12329806293096783,-0.5952970344736069,-17.366285,5.937489,1.3808607,3.9447887,3.0763779,8.075625
4,3,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,0,52,4646,1,23,0,3,2,-1.883141448490632,-0.2595822439403577,-0.3935302795174759,-10.699308,3.2724695,1.883253,5.6565976,4.0811114,7.9902735
4,3,43269.0,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,54,4490,1,19,0,3,2,-1.6896234457886583,-0.6524681858537588,0.03933514977558127,-11.133995,1.9352112,2.194414,5.8276486,3.8455806,8.085859
0,4,38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,3,11,0,68,4295,2,61,0,5,2,-2.1252283585895975,-0.8814656728591094,0.518227849145138,-30.082302,-3.2100747,-0.30408168,3.8162954,1.3875338,7.9687014
2,4,31907.0,0,0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,3,11,0,54,4686,0,449,0,13,2,-0.5216378423235093,-0.5431481208604061,-0.6207929108579828,-12.41073,-10.778009,-9.41096,3.9775338,4.24106,8.194096
3,3,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0,43,4654,1,37,0,4,2,-1.9634884348951378,-0.6058975041035208,-0.8708137604597367,-13.676598,3.3025424,0.93218976,5.529102,3.2840493,8.139778
0,2,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,53,4340,1,38,0,4,2,-1.8636384710721376,-1.716622082411461,-0.9660351182885947,-25.917166,-2.148404,2.2684424,4.2301006,1.5160742,8.435323
